"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"13798","2293-P",37,625.786905318499,"MOQWZ","Houston","California","Australia","Regional Pumpkin Festival","1421 M","1934 Q",293,610,3,"Long Island Cheese",283.855078163158,"Medium"
"13800","2680-P",55,634.229179754853,"WNTHD","Paris","Texas","UK","Regional Pumpkin Festival","1225 J","1866 F",304,667,-4,"Jarrahdale",287.684468726687,"Medium"
"13801","2576-P",82,628.868237919174,"OEEZV","Los Angeles","California","Canada","Regional Pumpkin Festival","1866 C","1639 Q",300,603,8,"Lumina",285.252761462022,"Medium"
"13809","2583-P",60,619.089758142084,"KLCCR","Nottingham","California","Australia","National Pumpkin Festival","1299 K","1114 H",297,590,3,"Long Island Cheese",280.817272131944,"Medium"
"13812","2683-P",58,618.97697568126,"RJZSJ","Chicago","Florida","UK","National Pumpkin Festival","1639 H","1594 O",0,5,2,"Jarrahdale",280.76611434331,"Medium"
"13814","2040-P",75,621.296830999665,"ZFWZN","New York","Texas","Canada","National Pumpkin Festival","1293 D","1123 H",285,504,26,"Jarrahdale",281.818393812785,"Medium"
"13816","2071-P",44,606.507225902751,"SQXRF","Nottingham","Florida","UK","Regional Pumpkin Festival","1705 C","1953 E",298,609,6,"Jarrahdale",275.109872948721,"Medium"
"13817","2032-P",22,606.440311203711,"DBZIZ","New York","New York","Canada","Regional Pumpkin Festival","1067 J","1266 A",303,608,-1,"Jarrahdale",275.079520640348,"Medium"
"13818","2392-P",81,619.427196311764,"HTUSU","Houston","New York","Canada","Local Pumpkin Festival","1262 U","1443 J",299,626,-2,"Jarrahdale",280.970333081631,"Medium"
"13820","2152-P",68,614.343014804833,"GPNRB","New York","California","Canada","Regional Pumpkin Festival","1306 Q","1181 X",302,660,-10,"Long Island Cheese",278.66416347856,"Medium"
"13821","2263-P",24,619.970440064929,"IQCUG","Houston","New York","Australia","National Pumpkin Festival","1644 Z","1519 J",290,588,0,"Lumina",281.216746831593,"Medium"
"13823","2698-P",65,613.345787391067,"ZXWXN","Chicago","Florida","UK","Regional Pumpkin Festival","1965 U","1919 N",309,707,-15,"Jarrahdale",278.211824091022,"Medium"
"13828","2772-P",91,608.810574007221,"VVBMG","Houston","Florida","Australia","Regional Pumpkin Festival","1810 J","1516 X",296,593,-1,"Long Island Cheese",276.154664795074,"Medium"
"13829","2513-P",84,599.852138122916,"MCONW","Los Angeles","California","Australia","Regional Pumpkin Festival","1295 T","1444 T",284,532,14,"Knucklehead",272.091144934644,"Medium"
"13831","2451-P",34,606.681255383417,"YPXXT","New York","Florida","Australia","Regional Pumpkin Festival","1494 F","1776 O",290,545,6,"Lumina",275.18881220331,"Medium"
"13833","2184-P",30,607.229252750985,"SJSAL","Paris","Texas","Australia","National Pumpkin Festival","1425 Z","1213 I",0,0,-1,"Lumina",275.43738217862,"Medium"
"13840","2719-P",70,598.708683601581,"IDSWQ","New York","Texas","UK","Local Pumpkin Festival","1918 I","1966 B",272,472,29,"Knucklehead",271.572477366225,"Medium"
"13847","2399-P",86,593.279231825843,"JCZHM","Paris","Texas","UK","National Pumpkin Festival","1034 W","1817 E",308,702,-12,"Long Island Cheese",269.109694196609,"Medium"
"13849","2281-P",2,584.883467680775,"OANHD","Nottingham","California","Canada","National Pumpkin Festival","1562 P","1050 I",294,567,1,"Lumina",265.301400562812,"Medium"
"13850","2433-P",83,589.458403355256,"BKXVF","Los Angeles","Texas","Australia","National Pumpkin Festival","1041 G","1865 H",285,564,9,"Jarrahdale",267.376577771594,"Medium"
"13856","2922-P",17,583.44403085988,"KFKED","Paris","Texas","UK","Local Pumpkin Festival","1954 U","1997 H",287,570,-1,"Knucklehead",264.648476304037,"Medium"
"13857","2025-P",1,579.096713142842,"NLNER","Nottingham","Texas","UK","National Pumpkin Festival","1571 I","1888 W",307,653,-11,"Long Island Cheese",262.676545923452,"Medium"
"13859","2190-P",23,579.435662734695,"GQELT","Nottingham","California","UK","Regional Pumpkin Festival","1907 F","1716 K",316,716,-15,"Jarrahdale",262.830292449739,"Medium"
"13860","2455-P",50,565.954390050843,"IUPID","Nottingham","New York","UK","National Pumpkin Festival","1750 H","1315 N",320,782,-24,"Lumina",256.715227275172,"Medium"
"13863","2395-P",57,576.065301759914,"HBRHN","Los Angeles","California","Canada","Local Pumpkin Festival","1829 J","1718 O",300,594,-8,"Long Island Cheese",261.301506740413,"Medium"
"13868","2788-P",17,556.146446915343,"SZUWG","Paris","New York","UK","National Pumpkin Festival","1871 Z","1150 M",290,564,-2,"Long Island Cheese",252.26637345339,"Medium"
"13869","2330-P",91,570.759491313249,"CWDUO","Nottingham","Florida","Canada","Regional Pumpkin Festival","1850 U","1560 C",295,572,-7,"Lumina",258.894806909756,"Medium"
"13871","2343-P",18,554.669158697501,"NBDFU","Nottingham","Florida","UK","Regional Pumpkin Festival","1094 D","1342 A",291,536,0,"Knucklehead",251.59627991359,"Medium"
"13875","2392-P",8,554.2891576875,"XMLIB","Nottingham","Texas","Canada","National Pumpkin Festival","1185 C","1173 E",-2,0,3,"Jarrahdale",251.423912586183,"Medium"
"13876","2928-P",34,549.67502988223,"TPTQT","New York","Florida","Australia","Local Pumpkin Festival","1015 W","1062 N",296,585,-4,"Knucklehead",249.330957943495,"Medium"
"13881","2338-P",39,542.156675211899,"JLOMP","Nottingham","Florida","Canada","Regional Pumpkin Festival","1051 X","1424 Q",1,-4,5,"Long Island Cheese",245.920654636623,"Medium"
"13885","2874-P",76,543.628620543517,"VDZWG","Houston","Florida","Canada","National Pumpkin Festival","1198 D","1510 W",293,569,2,"Knucklehead",246.58832465913,"Medium"
"13887","2226-P",20,544.550382923335,"AIQZZ","Paris","New York","Canada","Local Pumpkin Festival","1546 I","1274 B",278,510,5,"Lumina",247.006433331822,"Medium"
"13892","2242-P",32,541.199742231891,"TRLOO","Paris","California","UK","National Pumpkin Festival","1165 R","1762 M",278,493,11,"Long Island Cheese",245.486592684338,"Medium"
"13894","2442-P",87,543.621932963841,"ELSRZ","Houston","Florida","Canada","Regional Pumpkin Festival","1555 X","1475 N",286,565,-8,"Lumina",246.585291192888,"Medium"
"13895","2484-P",54,530.414145586081,"GUWCJ","Paris","Texas","UK","Local Pumpkin Festival","1326 M","1621 T",273,464,12,"Jarrahdale",240.594278139382,"Medium"
"13897","2453-P",73,540.484496879391,"LOTQC","Houston","New York","Australia","Regional Pumpkin Festival","1546 X","1853 K",282,512,3,"Jarrahdale",245.162159520725,"Medium"
"13906","2761-P",40,532.463160352781,"TVZDA","Chicago","California","Australia","National Pumpkin Festival","1626 S","1629 D",279,513,6,"Lumina",241.523705140516,"Medium"
"13908","2274-P",60,526.178748434782,"ZXKQP","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1250 K","1506 K",-5,-3,-2,"Long Island Cheese",238.673114594385,"Medium"
"13910","2591-P",36,516.181668667123,"JPXOC","Los Angeles","New York","UK","National Pumpkin Festival","1172 Z","1990 C",308,648,-16,"Lumina",234.13846895905,"Medium"
"13911","2647-P",63,520.760295371525,"IBNFB","New York","Texas","UK","National Pumpkin Festival","1883 Z","1767 I",282,525,4,"Long Island Cheese",236.215320408022,"Medium"
"13914","2179-P",70,515.75467026867,"GKEFY","Los Angeles","New York","UK","Local Pumpkin Festival","1132 I","1777 A",287,542,-1,"Long Island Cheese",233.944783756087,"Medium"
"13918","2003-P",49,524.600518003106,"IHLXY","Nottingham","California","UK","Local Pumpkin Festival","1874 J","1264 X",-2,-3,-2,"Lumina",237.957233966754,"Medium"
"13922","2480-P",99,505.757353397086,"LUSBR","Nottingham","Texas","Canada","Local Pumpkin Festival","1283 T","1227 D",282,518,5,"Knucklehead",229.410030571118,"Medium"
"13924","2066-P",27,516.474753966555,"BZJCO","New York","Florida","Australia","Local Pumpkin Festival","1449 P","1644 G",291,574,-9,"Jarrahdale",234.271411578769,"Medium"
"13925","2147-P",89,503.332805802859,"DTEFU","Paris","New York","UK","Regional Pumpkin Festival","1544 A","1182 N",277,493,-1,"Jarrahdale",228.310262996852,"Medium"
"13926","2701-P",59,511.228627739847,"HLVGF","New York","Texas","Canada","Local Pumpkin Festival","1148 U","1397 G",283,528,-6,"Knucklehead",231.891784332689,"Medium"
"13927","2261-P",3,508.631794055924,"VFSCB","New York","California","UK","Local Pumpkin Festival","1574 H","1390 I",278,500,-1,"Long Island Cheese",230.713868300791,"Medium"
"13931","2254-P",85,498.310231736489,"EVGYI","Houston","New York","Canada","Regional Pumpkin Festival","1377 A","1383 G",286,537,-9,"Long Island Cheese",226.0320383455,"Medium"
"13937","2651-P",32,509.217331528664,"QAZBP","Paris","New York","Canada","Regional Pumpkin Festival","1998 M","1364 X",276,515,-6,"Knucklehead",230.979466356103,"Medium"
"13938","2633-P",81,494.997253197618,"AGUYB","Houston","Texas","Australia","Regional Pumpkin Festival","1040 I","1357 H",257,407,25,"Long Island Cheese",224.529281138355,"Medium"
"13939","2903-P",37,508.507625315338,"ZGSCM","Paris","New York","Australia","Regional Pumpkin Festival","1966 L","1089 R",284,528,-5,"Jarrahdale",230.657545729537,"Medium"
"13946","2520-P",92,500.850043859333,"DEYXN","Chicago","New York","UK","Local Pumpkin Festival","1961 E","1452 G",277,500,-3,"Knucklehead",227.184089566966,"Medium"
"13948","2250-P",54,493.607887248322,"PQGKP","Chicago","New York","Australia","Local Pumpkin Festival","1009 H","1440 J",270,470,6,"Jarrahdale",223.899068877947,"Medium"
"13951","2220-P",47,497.917390182614,"PTCTL","Nottingham","Texas","UK","National Pumpkin Festival","1265 N","1455 P",4,-5,1,"Knucklehead",225.8538465856,"Medium"
"13954","2716-P",24,497.497517341748,"TCVHG","New York","Florida","UK","Regional Pumpkin Festival","1147 A","1493 A",266,445,5,"Jarrahdale",225.663393514355,"Medium"
"13956","2853-P",58,484.34603075292,"AFTOM","Nottingham","Florida","Canada","Local Pumpkin Festival","1498 W","1964 W",277,475,6,"Lumina",219.69791833118,"Light"
"13958","2520-P",21,487.504959381185,"ZAUZN","Houston","Florida","UK","National Pumpkin Festival","1790 O","1033 P",279,480,7,"Jarrahdale",221.130798957265,"Light"
"13963","2171-P",67,487.92044025287,"MSZRV","Chicago","California","UK","Local Pumpkin Festival","1588 N","1900 B",278,508,-5,"Knucklehead",221.319259844357,"Light"
"13964","2536-P",37,473.517189614475,"SCVZN","Houston","Florida","Canada","Regional Pumpkin Festival","1295 V","1220 R",279,485,4,"Lumina",214.785988213043,"Light"
"13967","2330-P",31,484.417614364065,"BVBXC","Paris","Texas","Canada","Regional Pumpkin Festival","1201 G","1170 U",2,3,3,"Lumina",219.730388444192,"Light"
"13968","2292-P",89,473.129045068286,"WOGEM","Houston","California","UK","Local Pumpkin Festival","1862 A","1176 Q",268,444,8,"Knucklehead",214.609927001854,"Light"
"13969","2223-P",62,482.988446966745,"XYMKW","Paris","New York","Australia","National Pumpkin Festival","1385 B","1525 V",281,497,-8,"Long Island Cheese",219.082122365393,"Light"
"13970","2232-P",97,470.434105871432,"NQOGP","Nottingham","California","Canada","Regional Pumpkin Festival","1545 O","1879 E",269,440,8,"Jarrahdale",213.387510601212,"Light"
"13971","2388-P",51,484.771475442871,"QKLLA","New York","Florida","UK","Local Pumpkin Festival","1577 G","1095 C",297,581,-17,"Long Island Cheese",219.890898776591,"Light"
"13972","2127-P",10,468.713751266524,"VPSWT","Chicago","Florida","Canada","Regional Pumpkin Festival","1774 V","1019 I",281,490,-3,"Jarrahdale",212.607162871507,"Light"
"13975","2694-P",55,478.3164288681,"ZCSBC","Houston","California","Australia","Local Pumpkin Festival","1011 L","1721 L",-3,-3,3,"Knucklehead",216.962908857888,"Light"
"13978","2268-P",12,459.362400797196,"LAKAZ","Houston","Texas","UK","Local Pumpkin Festival","1483 A","1246 I",1,-2,5,"Jarrahdale",208.365418124465,"Light"
"13979","2329-P",93,459.872176744975,"NKISE","Nottingham","Florida","UK","Regional Pumpkin Festival","1866 T","1857 Y",0,-5,-4,"Knucklehead",208.59665097749,"Light"
"13981","2507-P",9,451.733390511014,"NNYLI","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1604 N","1424 M",279,488,-7,"Jarrahdale",204.904921759509,"Light"
"13986","2741-P",97,457.248838025704,"SKGFA","Houston","New York","UK","National Pumpkin Festival","1555 G","1795 Z",264,421,9,"Lumina",207.406712340426,"Light"
"13987","2348-P",60,446.694759931415,"CJXCL","Houston","New York","Canada","National Pumpkin Festival","1736 G","1959 C",263,398,9,"Knucklehead",202.619413921535,"Light"
"13989","2231-P",18,441.789342129044,"XATVS","Los Angeles","California","UK","Local Pumpkin Festival","1047 I","1499 A",1,-1,4,"Knucklehead",200.394331002923,"Light"
"13990","2619-P",27,449.59928812664,"WDHYY","Chicago","New York","Canada","Regional Pumpkin Festival","1353 B","1441 N",3,2,5,"Knucklehead",203.936899268185,"Light"
"13992","2652-P",39,441.003071377054,"QBLPV","New York","California","Australia","National Pumpkin Festival","1116 L","1630 X",264,409,6,"Long Island Cheese",200.037680929445,"Light"
"13993","2116-P",51,448.766986114904,"LRFPW","Chicago","Texas","UK","Local Pumpkin Festival","1075 B","1418 H",268,459,-3,"Long Island Cheese",203.559369552256,"Light"
"13995","2803-P",73,449.213722225837,"BTVTD","New York","Florida","UK","National Pumpkin Festival","1295 Z","1872 N",284,509,-11,"Knucklehead",203.762007722869,"Light"
"13996","2014-P",90,439.122341466136,"WDNWG","Nottingham","California","UK","National Pumpkin Festival","1106 J","1698 Y",271,465,-5,"Knucklehead",199.184587438146,"Light"
"13998","2077-P",83,436.403529684804,"LDZNE","Houston","California","Canada","Regional Pumpkin Festival","1218 A","1605 J",271,443,-2,"Long Island Cheese",197.95134250422,"Light"
"13999","2490-P",16,428.428585613146,"REEAE","Chicago","Florida","Australia","Regional Pumpkin Festival","1334 J","1924 T",268,444,-5,"Long Island Cheese",194.333931603532,"Light"
"14001","2719-P",4,427.330632440746,"XSAOT","Paris","Texas","Australia","Regional Pumpkin Festival","1561 U","1966 Z",271,449,0,"Knucklehead",193.835903311597,"Light"
"14002","2405-P",100,428.482496923022,"ELYTU","Houston","California","Canada","Regional Pumpkin Festival","1202 U","1542 N",264,402,8,"Knucklehead",194.358385613273,"Light"
"14004","2737-P",35,421.200865051709,"BFBVP","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1057 Q","1683 O",267,464,-3,"Long Island Cheese",191.055459063644,"Light"
"14005","2891-P",39,423.421096826158,"FAWIY","Nottingham","Texas","UK","Local Pumpkin Festival","1746 M","1256 O",271,452,-7,"Jarrahdale",192.06254959002,"Light"
"14007","2545-P",46,434.188742151484,"KUKXZ","Houston","California","UK","Local Pumpkin Festival","1451 J","1834 D",-3,4,-4,"Jarrahdale",196.94672146942,"Light"
"14008","2672-P",81,412.613059515134,"FQENE","Los Angeles","Florida","UK","Local Pumpkin Festival","1636 S","1534 U",-4,-4,-1,"Lumina",187.160056026097,"Light"
"14010","2994-P",43,423.092428093217,"YPBWK","New York","Texas","Canada","Regional Pumpkin Festival","1071 K","1129 T",275,475,-14,"Jarrahdale",191.913466430744,"Light"
"14013","2505-P",67,425.823012795299,"FDVXT","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1378 P","1148 K",264,438,-2,"Lumina",193.15205152649,"Light"
"14014","2318-P",77,414.814549218863,"OSUUA","Paris","Texas","UK","Local Pumpkin Festival","1453 M","1674 L",262,419,6,"Jarrahdale",188.158645204964,"Light"
"14016","2055-P",8,410.98103670124,"OFODF","New York","Florida","Canada","Regional Pumpkin Festival","1682 G","1133 T",271,490,-9,"Jarrahdale",186.419775333956,"Light"
"14020","2667-P",10,409.721826398745,"YHBHZ","Nottingham","Florida","Australia","National Pumpkin Festival","1824 C","1788 I",-1,2,1,"Jarrahdale",185.848601287646,"Light"
"14022","2859-P",74,420.966310489923,"WBBLQ","Paris","New York","Canada","National Pumpkin Festival","1200 C","1362 D",4,-1,-5,"Jarrahdale",190.949065812357,"Light"
"14024","2951-P",38,411.894943013228,"KPLRX","Nottingham","Florida","Canada","Regional Pumpkin Festival","1684 Z","1524 Z",263,446,-11,"Jarrahdale",186.834320517658,"Light"
"14028","2192-P",39,408.123695776798,"QYAWD","Nottingham","California","Canada","Regional Pumpkin Festival","1919 K","1386 A",265,440,-6,"Lumina",185.123693992923,"Light"
"14029","2099-P",72,394.27372897882,"LHRTM","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1377 O","1854 Y",256,408,2,"Knucklehead",178.841390265273,"Light"
"14036","2984-P",99,400.83330917079,"PAGUB","Paris","Florida","UK","Regional Pumpkin Festival","1214 F","1250 W",263,402,3,"Knucklehead",181.816796321686,"Light"
"14038","2641-P",73,390.857086438686,"ZTBPM","Los Angeles","California","UK","Local Pumpkin Festival","1959 Q","1913 Y",273,484,-21,"Jarrahdale",177.291611375617,"Light"
"14039","2314-P",84,390.763725515455,"YXYCT","Los Angeles","New York","Canada","Regional Pumpkin Festival","1372 I","1161 F",263,413,-9,"Knucklehead",177.249263138644,"Light"
"14040","2289-P",46,403.138916392811,"XKQQK","Houston","Florida","Canada","National Pumpkin Festival","1763 G","1764 T",265,407,-6,"Long Island Cheese",182.862612897038,"Light"
"14041","2319-P",82,386.918569603935,"LDWKD","Paris","Florida","Australia","Regional Pumpkin Festival","1421 W","1022 A",268,461,-14,"Knucklehead",175.505111858811,"Light"
"14042","2818-P",54,397.328411162831,"AYHGW","Los Angeles","Florida","UK","Local Pumpkin Festival","1941 M","1598 I",260,414,-8,"Jarrahdale",180.226985014438,"Light"
"14045","2905-P",73,393.26278451141,"BZVRP","New York","Florida","UK","Local Pumpkin Festival","1604 B","1232 B",262,403,-4,"Jarrahdale",178.382828863018,"Light"
"14046","2721-P",25,396.047460322268,"GDGZR","Chicago","Texas","Canada","National Pumpkin Festival","1460 Z","1247 T",261,417,-10,"Long Island Cheese",179.645949524752,"Light"
"14048","2645-P",58,397.012474415824,"BDPYH","Paris","California","UK","Regional Pumpkin Festival","1531 N","1518 O",258,380,5,"Long Island Cheese",180.083677046096,"Light"
"14056","2882-P",58,375.842436232604,"XUHHZ","Paris","New York","Canada","National Pumpkin Festival","1624 B","1528 F",250,364,11,"Knucklehead",170.481010719679,"Light"
"14058","2533-P",47,384.879072804004,"YOQOD","New York","California","Australia","National Pumpkin Festival","1771 S","1564 B",249,366,0,"Long Island Cheese",174.580002179082,"Light"
"14061","2840-P",81,385.138548162766,"GEQXF","Paris","Texas","UK","Local Pumpkin Festival","1597 T","1944 G",242,345,7,"Long Island Cheese",174.697699429722,"Light"
"14064","2803-P",36,373.677461378276,"DJFNJ","Paris","New York","Australia","National Pumpkin Festival","1375 U","1172 F",241,326,17,"Long Island Cheese",169.498984567847,"Light"
"14065","2420-P",51,379.633587801829,"DJGAU","Paris","Florida","Canada","Regional Pumpkin Festival","1003 A","1765 V",253,389,-2,"Lumina",172.200665790542,"Light"
"14068","2712-P",24,369.941427578963,"MGIFX","Chicago","Texas","UK","Regional Pumpkin Festival","1551 L","1544 Q",246,367,4,"Jarrahdale",167.804330753408,"Light"
"14070","2274-P",39,375.047304361872,"NUAPJ","Paris","California","UK","Local Pumpkin Festival","1370 C","1061 P",257,369,-2,"Long Island Cheese",170.120341269107,"Light"
"14071","2665-P",100,370.72727409564,"KWAKW","New York","California","UK","National Pumpkin Festival","1172 J","1176 Y",250,373,1,"Lumina",168.16078839501,"Light"
"14072","2779-P",95,366.457366639748,"UUBSB","Chicago","New York","UK","Local Pumpkin Festival","1313 K","1690 P",250,366,2,"Jarrahdale",166.22397107854,"Light"
"14074","2174-P",75,370.169234641828,"JRUAI","Houston","Texas","Canada","Local Pumpkin Festival","1194 B","1902 D",250,369,-7,"Jarrahdale",167.907663359261,"Light"
"14076","2928-P",42,359.998967844993,"IELRJ","Nottingham","California","UK","Local Pumpkin Festival","1217 I","1560 C",252,374,-1,"Lumina",163.294460602827,"Light"
"14078","2538-P",10,364.678004216962,"ALDWA","Houston","New York","Australia","National Pumpkin Festival","1787 F","1104 C",242,334,7,"Long Island Cheese",165.416857578228,"Light"
"14079","2975-P",80,355.929942898639,"ACUEZ","Paris","New York","Australia","Local Pumpkin Festival","1496 J","1179 X",-2,5,-2,"Jarrahdale",161.448762994937,"Light"
"14080","2663-P",18,363.754817293957,"MWMIS","Nottingham","Texas","UK","Regional Pumpkin Festival","1328 R","1467 L",238,316,8,"Knucklehead",164.998102736985,"Light"
"14081","2350-P",24,361.935262896679,"KVXHG","Nottingham","California","Australia","Local Pumpkin Festival","1181 C","1757 R",1,2,4,"Lumina",164.172758276639,"Light"
"14084","2977-P",51,356.42005760204,"BAIWJ","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1011 N","1648 W",254,380,-2,"Jarrahdale",161.671077566017,"Light"
"14091","2363-P",16,343.736172853969,"HCESV","New York","California","Australia","Local Pumpkin Festival","1720 K","1307 S",260,378,-9,"Lumina",155.917705186414,"Light"
"14092","2593-P",99,343.706915616058,"MSBRO","New York","California","UK","Local Pumpkin Festival","1775 S","1900 S",233,300,17,"Lumina",155.904434190356,"Light"
"14096","2549-P",92,340.991904820129,"MTWAF","New York","Florida","UK","Regional Pumpkin Festival","1708 O","1965 E",0,-2,4,"Knucklehead",154.672913372099,"Light"
"14098","2975-P",44,344.098620828614,"EZKJH","Paris","Florida","Canada","Regional Pumpkin Festival","1358 P","1985 J",244,335,5,"Knucklehead",156.082110509214,"Light"
"14100","2666-P",22,337.548940744251,"JTCWP","Houston","New York","UK","National Pumpkin Festival","1438 I","1637 P",236,290,9,"Long Island Cheese",153.111195112152,"Light"
"14102","2580-P",5,343.186060575768,"YYMMJ","Nottingham","California","Canada","National Pumpkin Festival","1382 Z","1565 F",-5,-2,2,"Knucklehead",155.668175893935,"Light"
"14106","2075-P",30,323.849223293737,"BIYMP","Nottingham","California","Canada","National Pumpkin Festival","1003 H","1212 F",237,310,8,"Lumina",146.89704404143,"Light"
"14108","2345-P",4,327.25965565443,"LPLOT","Nottingham","Texas","Canada","Local Pumpkin Festival","1038 H","1811 Q",240,310,2,"Jarrahdale",148.44400601217,"Light"
"14110","2208-P",13,333.975105593912,"JPFJN","Houston","Texas","Canada","Regional Pumpkin Festival","1080 N","1762 U",241,328,-4,"Lumina",151.49011412225,"Light"
"14111","2108-P",49,321.413408062607,"QQGNA","Chicago","Texas","UK","National Pumpkin Festival","1386 T","1502 T",271,469,-35,"Lumina",145.792165500593,"Light"
"14112","2593-P",92,324.273070096038,"RMJCK","New York","Florida","Australia","National Pumpkin Festival","1490 N","1676 I",251,354,-8,"Jarrahdale",147.089299689757,"Light"
"14118","2701-P",33,325.835327592492,"ZWNVG","New York","California","Australia","Local Pumpkin Festival","1519 G","1618 R",240,306,5,"Long Island Cheese",147.797935041501,"Light"
"14119","2622-P",18,324.487177676335,"YJRZH","Los Angeles","New York","Canada","Local Pumpkin Festival","1500 Q","1844 J",237,322,-5,"Lumina",147.186418251082,"Light"
"14120","2930-P",69,314.858960870467,"NCNAO","Chicago","Texas","UK","National Pumpkin Festival","1240 J","1769 E",252,349,-13,"Long Island Cheese",142.819087757628,"Light"
"14121","2129-P",58,327.000152514316,"IFJCX","Houston","Florida","Australia","National Pumpkin Festival","1117 B","1719 W",228,272,20,"Knucklehead",148.326296159991,"Light"
"14123","2018-P",7,319.070689425804,"JQUZK","Houston","Florida","Canada","Local Pumpkin Festival","1531 P","1403 U",228,288,9,"Jarrahdale",144.729515297924,"Light"
"14124","2652-P",79,320.617573820055,"ONNMY","Houston","New York","UK","Regional Pumpkin Festival","1978 U","1112 V",226,284,15,"Knucklehead",145.431177456253,"Light"
"14127","2319-P",76,307.258832515962,"FTRCE","Nottingham","California","UK","Regional Pumpkin Festival","1299 K","1116 J",232,307,0,"Knucklehead",139.37169215094,"Light"
"14129","2599-P",86,322.947422791645,"FVJEN","Chicago","New York","Australia","Local Pumpkin Festival","1094 O","1443 W",-2,4,-5,"Knucklehead",146.487990017076,"Light"
"14130","2365-P",78,314.661336638406,"GPAVF","Los Angeles","California","Australia","Regional Pumpkin Festival","1654 Q","1237 X",254,387,-19,"Long Island Cheese",142.729445994015,"Light"
"14134","2204-P",82,302.347520955838,"AAQCX","Nottingham","Florida","Australia","Local Pumpkin Festival","1790 Y","1917 I",226,265,16,"Jarrahdale",137.143935841349,"Light"
"14136","2146-P",62,307.104537440464,"ZPTYJ","New York","New York","Australia","Local Pumpkin Festival","1336 Q","1004 Y",237,305,2,"Long Island Cheese",139.301704363814,"Light"
"14137","2857-P",64,314.363627212867,"WPJXG","Nottingham","New York","UK","Local Pumpkin Festival","1191 H","1296 I",234,299,1,"Jarrahdale",142.594405884454,"Light"
"14141","2123-P",73,301.319019181654,"BKZLE","Houston","Texas","Australia","Local Pumpkin Festival","1972 R","1041 P",230,282,6,"Knucklehead",136.677410496985,"Light"
"14142","2288-P",63,309.070458992384,"ESCAM","Los Angeles","New York","Canada","Local Pumpkin Festival","1190 W","1243 Z",231,284,9,"Lumina",140.193440529976,"Light"
"14148","2345-P",5,297.563377888501,"WTJNO","Nottingham","New York","UK","Local Pumpkin Festival","1444 A","1625 R",230,272,13,"Long Island Cheese",134.973862781684,"Light"
"14150","2065-P",76,285.27801418975,"MENIG","Chicago","California","UK","Regional Pumpkin Festival","1588 V","1191 T",237,326,-6,"Jarrahdale",129.401258364216,"Light"
"14153","2972-P",37,286.204387962818,"ZLBLR","Houston","California","Australia","Local Pumpkin Festival","1106 A","1859 V",227,254,18,"Knucklehead",129.821458751165,"Light"
"14154","2919-P",19,295.159726628289,"ZULMX","Houston","Florida","Australia","Local Pumpkin Festival","1501 T","1512 Q",242,310,-6,"Lumina",133.883573722348,"Light"
"14155","2303-P",38,287.183710514754,"RHASZ","Houston","California","UK","Local Pumpkin Festival","1477 K","1079 T",3,-3,3,"Long Island Cheese",130.265676546654,"Light"
"14156","2086-P",22,283.118115167134,"GMVCG","Los Angeles","California","Australia","Local Pumpkin Festival","1918 J","1478 K",1,-1,5,"Lumina",128.421534594545,"Light"
"14157","2251-P",20,278.310934398323,"VDQHK","Los Angeles","New York","UK","National Pumpkin Festival","1242 M","1031 X",226,283,4,"Lumina",126.241011702043,"Light"
"14158","2667-P",4,287.495877210982,"AATFM","Chicago","New York","Australia","National Pumpkin Festival","1331 X","1484 A",240,316,-12,"Lumina",130.407274431181,"Light"
"14159","2876-P",39,287.657339772396,"QPEOP","Houston","California","Australia","National Pumpkin Festival","1355 R","1887 U",-2,2,-3,"Lumina",130.480513368591,"Light"
"14161","2407-P",39,279.574004193395,"DSMWV","New York","California","UK","Regional Pumpkin Festival","1167 S","1281 N",-5,5,1,"Knucklehead",126.813936402701,"Light"
"14162","2968-P",61,287.867759726197,"MKHZM","New York","Florida","Australia","Local Pumpkin Festival","1015 S","1519 I",220,255,13,"Knucklehead",130.57595923351,"Light"
"14164","2137-P",55,276.50259604957,"PVPUT","Nottingham","New York","UK","National Pumpkin Festival","1897 D","1720 L",-2,-4,-3,"Long Island Cheese",125.420754807933,"Light"
"14172","2166-P",42,271.816929785535,"YGROO","Chicago","Florida","UK","Regional Pumpkin Festival","1748 X","1145 L",-4,4,-3,"Jarrahdale",123.295350533219,"Light"
"14174","2531-P",70,280.790208246559,"LRGOG","Paris","Florida","Canada","Local Pumpkin Festival","1329 C","1436 J",-1,0,1,"Lumina",127.365602942284,"Light"
"14175","2206-P",55,275.9467007434,"RJYOW","Los Angeles","Florida","Australia","National Pumpkin Festival","1756 X","1240 F",228,257,3,"Long Island Cheese",125.168602351175,"Light"
"14176","2422-P",60,275.330588469282,"FXTNZ","Los Angeles","Texas","UK","Regional Pumpkin Festival","1969 D","1015 J",229,278,1,"Long Island Cheese",124.889135656936,"Light"
